//<Version>ODV Spreadsheet V4.0</Version>
//<Creator>Simona@SIMONA-TOSH</Creator>
//<CreateTime>2014-05-29T01:20:43</CreateTime>
//<Software>Ocean Data View 4.5.3</Software>
//<Source>C:/MEDATLAS_LIGURE/Maps/DYOMEI1981.odv</Source>
//<SourceLastModified>2014-04-17T15:47:37</SourceLastModified>
//<DataField>GeneralField</DataField>
//<DataType>GeneralType</DataType>
//
Cruise	Station	Type	yyyy-mm-ddThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	Bot. Depth [m]	PRES [DECIBAR=10000 PASCALS]	TEMP [CELSIUS DEGREE]	PSAL [P.S.U.]
							440.0000	12.8900	38.4570
							450.0000	12.8910	38.4570
							460.0000	12.8910	38.4570
							470.0000	12.8900	38.4570
							480.0000	12.8930	38.4570
							490.0000	12.8980	38.4590
							500.0000	12.8990	38.4600
							510.0000	12.9030	38.4600
							520.0000	12.9040	38.4600
							530.0000	12.9060	38.4610
							540.0000	12.9080	38.4630
							550.0000	12.9110	38.4620
							560.0000	12.9120	38.4630
							570.0000	12.9160	38.4640
							580.0000	12.9180	38.4640
							590.0000	12.9190	38.4640
							600.0000	12.9220	38.4650
							610.0000	12.9260	38.4650
							620.0000	12.9260	38.4660
							630.0000	12.9280	38.4650
							640.0000	12.9290	38.4650
							650.0000	12.9320	38.4650
							660.0000	12.9300	38.4650
							670.0000	12.9300	38.4650
							680.0000	12.9350	38.4680
							690.0000	12.9400	38.4680
							700.0000	12.9410	38.4690
							710.0000	12.9440	38.4680
							720.0000	12.9470	38.4680
							730.0000	12.9490	38.4680
							740.0000	12.9490	38.4700
							750.0000	12.9510	38.4710
							760.0000	12.9540	38.4700
							770.0000	12.9550	38.4700
							780.0000	12.9530	38.4700
							790.0000	12.9570	38.4710
							800.0000	12.9590	38.4710
							810.0000	12.9580	38.4700
							820.0000	12.9610	38.4700
							830.0000	12.9590	38.4700
							840.0000	12.9590	38.4690
							850.0000	12.9610	38.4700
							860.0000	12.9640	38.4710
							870.0000	12.9650	38.4720
							880.0000	12.9710	38.4720
							890.0000	12.9700	38.4710
							900.0000	12.9690	38.4730
							910.0000	12.9720	38.4710
							920.0000	12.9720	38.4710
							930.0000	12.9630	38.4690
							940.0000	12.9650	38.4690
							950.0000	12.9640	38.4690
							960.0000	12.9680	38.4690
							970.0000	12.9720	38.4700
							980.0000	12.9730	38.4700
							990.0000	12.9720	38.4700
							1000.0000	12.9720	38.4690
							1010.0000	12.9720	38.4690
							1020.0000	12.9750	38.4680
							1030.0000	12.9750	38.4690
							1040.0000	12.9780	38.4690
							1050.0000	12.9780	38.4690
							1060.0000	12.9800	38.4690
							1070.0000	12.9850	38.4710
							1080.0000	12.9890	38.4710
							1090.0000	12.9890	38.4710
							1100.0000	12.9900	38.4710
							1110.0000	12.9920	38.4720
							1120.0000	12.9930	38.4710
							1130.0000	12.9940	38.4710
							1140.0000	12.9950	38.4710
							1150.0000	12.9950	38.4710
							1160.0000	12.9960	38.4710
							1170.0000	12.9960	38.4720
DYOME I	01430	C	1981-07-15	8.30800	43.50800	0	0.0000	21.8570	38.5020
							10.0000	21.7330	38.4800
							20.0000	19.7350	38.3810
							30.0000	15.9860	38.3240
							40.0000	14.6390	38.3300
							50.0000	13.8640	38.3680
							60.0000	13.5120	38.3870
							70.0000	13.2890	38.4090
							80.0000	13.2380	38.4420
							90.0000	13.1730	38.4590
							100.0000	13.1400	38.4760
							110.0000	13.0970	38.4780
							120.0000	13.0850	38.4840
							130.0000	13.0900	38.4890
							140.0000	13.0790	38.4890
							150.0000	13.0700	38.4900
							160.0000	13.0630	38.4920
							170.0000	13.0540	38.4890
							180.0000	13.0440	38.4890
							190.0000	13.0310	38.4870
							200.0000	13.0300	38.4880
							210.0000	13.0270	38.4880
							220.0000	13.0190	38.4850
							230.0000	13.0150	38.4850
							240.0000	13.0110	38.4850
							250.0000	13.0060	38.4840
							260.0000	12.9970	38.4820
							270.0000	12.9900	38.4810
							280.0000	12.9810	38.4790
							290.0000	12.9760	38.4780
							300.0000	12.9730	38.4770
							310.0000	12.9670	38.4760
							320.0000	12.9660	38.4750
							330.0000	12.9630	38.4750
							340.0000	12.9620	38.4740
							350.0000	12.9600	38.4740
							360.0000	12.9580	38.4740
							370.0000	12.9610	38.4750
							380.0000	12.9580	38.4730
							390.0000	12.9530	38.4730
							400.0000	12.9520	38.4720
							410.0000	12.9490	38.4720
							420.0000	12.9420	38.4690
							430.0000	12.9380	38.4690
							440.0000	12.9410	38.4690
							450.0000	12.9360	38.4670
							460.0000	12.9340	38.4670
							470.0000	12.9300	38.4670
							480.0000	12.9340	38.4680
							490.0000	12.9390	38.4690
							500.0000	12.9420	38.4690
							510.0000	12.9450	38.4710
							520.0000	12.9490	38.4720
							530.0000	12.9560	38.4740
							540.0000	12.9550	38.4740
							550.0000	12.9550	38.4740
							560.0000	12.9540	38.4730
							570.0000	12.9540	38.4740
							580.0000	12.9580	38.4740
							590.0000	12.9610	38.4760
							600.0000	12.9610	38.4760
							610.0000	12.9610	38.4740
							620.0000	12.9590	38.4740
							630.0000	12.9570	38.4730
							640.0000	12.9610	38.4750
							650.0000	12.9650	38.4760
							660.0000	12.9660	38.4750
							670.0000	12.9650	38.4760
							680.0000	12.9670	38.4760
							690.0000	12.9680	38.4760
							700.0000	12.9680	38.4750
							710.0000	12.9690	38.4750
							720.0000	12.9690	38.4760
							730.0000	12.9710	38.4750
							740.0000	12.9710	38.4750
							750.0000	12.9750	38.4760
							760.0000	12.9780	38.4770
							770.0000	12.9800	38.4770
							780.0000	12.9810	38.4770
							790.0000	12.9830	38.4770
							800.0000	12.9830	38.4770
							810.0000	12.9820	38.4770
							820.0000	12.9850	38.4760
							830.0000	12.9850	38.4770
							840.0000	12.9850	38.4770
							850.0000	12.9860	38.4770
							860.0000	12.9870	38.4780
							870.0000	12.9880	38.4770
							880.0000	12.9890	38.4760
							890.0000	12.9890	38.4770
							900.0000	12.9900	38.4770
							910.0000	12.9910	38.4760
							920.0000	12.9920	38.4770
							930.0000	12.9930	38.4770
							940.0000	12.9940	38.4760
							950.0000	12.9950	38.4770
							960.0000	12.9960	38.4780
							970.0000	12.9970	38.4760
							980.0000	12.9970	38.4770
							990.0000	12.9990	38.4770
							1000.0000	13.0010	38.4770
							1010.0000	13.0030	38.4770
							1020.0000	13.0030	38.4770
							1030.0000	13.0030	38.4780
							1040.0000	13.0050	38.4770
							1050.0000	13.0060	38.4770
							1060.0000	13.0070	38.4770
							1070.0000	13.0080	38.4770
							1080.0000	13.0080	38.4780
							1090.0000	13.0130	38.4760
							1100.0000	13.0120	38.4770
							1110.0000	13.0150	38.4770
							1120.0000	13.0150	38.4780
							1130.0000	13.0170	38.4770
							1140.0000	13.0170	38.4770
							1150.0000	13.0180	38.4780
							1160.0000	13.0190	38.4770
							1170.0000	13.0200	38.4780
DYOME I	01440	C	1981-07-15	8.47500	43.62500	0	0.0000	22.1470	38.4850
							10.0000	21.8790	38.4540
							20.0000	19.0310	38.3610
							30.0000	15.0200	38.2690
							40.0000	13.5830	38.3180
							50.0000	13.2970	38.3430
							60.0000	13.1190	38.3800
							70.0000	13.0620	38.4030
							80.0000	13.0660	38.4290
							90.0000	13.1080	38.4550
							100.0000	13.1130	38.4680
							110.0000	13.1190	38.4790
							120.0000	13.1280	38.4900
							130.0000	13.1310	38.4930
							140.0000	13.1270	38.4960
							150.0000	13.1210	38.4990
							160.0000	13.1120	38.4990
							170.0000	13.1160	38.5030
							180.0000	13.1340	38.5110
							190.0000	13.1410	38.5140
							200.0000	13.1400	38.5150
							210.0000	13.1280	38.5100
							220.0000	13.1070	38.5080
							230.0000	13.1040	38.5090
							240.0000	13.1030	38.5080
							250.0000	13.0860	38.5030
							260.0000	13.0700	38.4990
							270.0000	13.0440	38.4930
							280.0000	13.0300	38.4890
							290.0000	13.0070	38.4830
							300.0000	12.9960	38.4810
							310.0000	12.9880	38.4790
							320.0000	12.9810	38.4780
							330.0000	12.9740	38.4750
							340.0000	12.9680	38.4750
							350.0000	12.9660	38.4730
							360.0000	12.9630	38.4740
							370.0000	12.9640	38.4740
							380.0000	12.9630	38.4740
							390.0000	12.9590	38.4740
							400.0000	12.9550	38.4740
							410.0000	12.9480	38.4700
							420.0000	12.9420	38.4690
							430.0000	12.9430	38.4690
							440.0000	12.9450	38.4690
							450.0000	12.9420	38.4690
							460.0000	12.9350	38.4670
							470.0000	12.9310	38.4650
							480.0000	12.9260	38.4640
							490.0000	12.9210	38.4630
							500.0000	12.9210	38.4620
							510.0000	12.9160	38.4600
							520.0000	12.9070	38.4590
							530.0000	12.9050	38.4590
							540.0000	12.9060	38.4570
							550.0000	12.9030	38.4570
							560.0000	12.9020	38.4570
							570.0000	12.9040	38.4580
							580.0000	12.9060	38.4560
							590.0000	12.9070	38.4570
							600.0000	12.8990	38.4530
							610.0000	12.8940	38.4540
							620.0000	12.8960	38.4530
							630.0000	12.8990	38.4530
							640.0000	12.9190	38.4600
							650.0000	12.9310	38.4650
							660.0000	12.9500	38.4690
							670.0000	12.9490	38.4690
							680.0000	12.9460	38.4680
							690.0000	12.9480	38.4680
							700.0000	12.9530	38.4690
							710.0000	12.9560	38.4690
							720.0000	12.9550	38.4690
							730.0000	12.9570	38.4700
							740.0000	12.9590	38.4710
							750.0000	12.9630	38.4720
							760.0000	12.9690	38.4730
							770.0000	12.9710	38.4730
							780.0000	12.9750	38.4740
							790.0000	12.9800	38.4760
							800.0000	12.9830	38.4770
							810.0000	12.9870	38.4780
							820.0000	12.9900	38.4780
							830.0000	12.9910	38.4790
							840.0000	12.9920	38.4790
							850.0000	12.9920	38.4790
							860.0000	12.9940	38.4780
							870.0000	12.9950	38.4790
							880.0000	12.9970	38.4790
							890.0000	12.9970	38.4800
							900.0000	12.9980	38.4790
							910.0000	13.0000	38.4790
							920.0000	13.0010	38.4780
							930.0000	13.0010	38.4780
							940.0000	13.0020	38.4790
							950.0000	13.0040	38.4790
							960.0000	13.0040	38.4800
							970.0000	13.0070	38.4780
							980.0000	13.0070	38.4790
							990.0000	13.0080	38.4790
							1000.0000	13.0090	38.4790
							1010.0000	13.0100	38.4790
							1020.0000	13.0110	38.4780
							1030.0000	13.0120	38.4790
							1040.0000	13.0130	38.4780
							1050.0000	13.0140	38.4800
							1060.0000	13.0120	38.4780
							1070.0000	13.0080	38.4770
							1080.0000	13.0120	38.4770
							1090.0000	13.0130	38.4780
							1100.0000	13.0080	38.4760
							1110.0000	13.0110	38.4770
							1120.0000	13.0130	38.4760
							1130.0000	13.0140	38.4760
							1140.0000	13.0180	38.4780
							1150.0000	13.0170	38.4770
							1160.0000	13.0160	38.4760
							1170.0000	13.0200	38.4770
							1180.0000	13.0200	38.4770
DYOME I	01450	C	1981-07-15	8.15000	43.62500	0	0.0000	22.0780	38.5070
							10.0000	21.7740	38.4880
							20.0000	19.9510	38.4060
							30.0000	14.9380	38.2820
							40.0000	14.3020	38.3450
							50.0000	13.7090	38.3530
							60.0000	13.3990	38.3620
							70.0000	13.2130	38.4240
							80.0000	13.1450	38.4480
							90.0000	13.1520	38.4710
							100.0000	13.1370	38.4770
							110.0000	13.1120	38.4820
							120.0000	13.1040	38.4880
							130.0000	13.0930	38.4880
							140.0000	13.0780	38.4890
							150.0000	13.0710	38.4910
							160.0000	13.0610	38.4920
							170.0000	13.0480	38.4900
							180.0000	13.0450	38.4890
							190.0000	13.0370	38.4880
							200.0000	13.0350	38.4890
							210.0000	13.0310	38.4880
							220.0000	13.0240	38.4880
							230.0000	13.0160	38.4860
							240.0000	13.0110	38.4860
							250.0000	13.0070	38.4860
							260.0000	13.0020	38.4850
							270.0000	12.9930	38.4840
							280.0000	12.9870	38.4830
							290.0000	12.9810	38.4810
							300.0000	12.9770	38.4800
							310.0000	12.9720	38.4800
							320.0000	12.9650	38.4780
							330.0000	12.9590	38.4760
							340.0000	12.9550	38.4750
							350.0000	12.9510	38.4760
							360.0000	12.9490	38.4740
							370.0000	12.9430	38.4720
							380.0000	12.9350	38.4710
							390.0000	12.9360	38.4700
							400.0000	12.9370	38.4700
							410.0000	12.9400	38.4720
							420.0000	12.9450	38.4740
							430.0000	12.9470	38.4740
							440.0000	12.9460	38.4740
							450.0000	12.9460	38.4730
							460.0000	12.9450	38.4740
							470.0000	12.9430	38.4730
							480.0000	12.9440	38.4730
							490.0000	12.9430	38.4730
							500.0000	12.9450	38.4740
							510.0000	12.9470	38.4740
							520.0000	12.9460	38.4740
							530.0000	12.9410	38.4720
							540.0000	12.9410	38.4710
							550.0000	12.9340	38.4680
							560.0000	12.9250	38.4660
							570.0000	12.9310	38.4670
							580.0000	12.9370	38.4690
							590.0000	12.9350	38.4680
							600.0000	12.9310	38.4670
							610.0000	12.9300	38.4670
							620.0000	12.9300	38.4670
							630.0000	12.9340	38.4670
							640.0000	12.9360	38.4660
							650.0000	12.9370	38.4680
							660.0000	12.9400	38.4690
							670.0000	12.9400	38.4680
							680.0000	12.9440	38.4700
							690.0000	12.9490	38.4710
							700.0000	12.9510	38.4700
							710.0000	12.9520	38.4720
							720.0000	12.9560	38.4720
							730.0000	12.9600	38.4730
							740.0000	12.9640	38.4740
							750.0000	12.9690	38.4750
							760.0000	12.9700	38.4760
							770.0000	12.9740	38.4760
							780.0000	12.9760	38.4760
							790.0000	12.9780	38.4770
							800.0000	12.9800	38.4770
							810.0000	12.9810	38.4780
							820.0000	12.9820	38.4770
							830.0000	12.9840	38.4770
							840.0000	12.9850	38.4770
							850.0000	12.9860	38.4770
							860.0000	12.9850	38.4760
							870.0000	12.9860	38.4770
							880.0000	12.9870	38.4760
							890.0000	12.9880	38.4770
							900.0000	12.9860	38.4750
							910.0000	12.9870	38.4760
							920.0000	12.9900	38.4760
							930.0000	12.9910	38.4770
							940.0000	12.9930	38.4770
							950.0000	12.9940	38.4770
							960.0000	12.9930	38.4760
							970.0000	12.9940	38.4760
							980.0000	12.9950	38.4750
							990.0000	12.9950	38.4760
							1000.0000	12.9970	38.4760
							1010.0000	12.9970	38.4750
							1020.0000	12.9940	38.4740
							1030.0000	12.9970	38.4750
							1040.0000	13.0000	38.4740
							1050.0000	13.0000	38.4760
							1060.0000	12.9990	38.4730
							1070.0000	12.9980	38.4740
							1080.0000	13.0000	38.4740
							1090.0000	13.0020	38.4730
							1100.0000	13.0040	38.4740
							1110.0000	13.0010	38.4730
							1120.0000	12.9980	38.4720
							1130.0000	12.9960	38.4720
							1140.0000	12.9930	38.4710
							1150.0000	12.9960	38.4700
							1160.0000	13.0010	38.4710
							1170.0000	13.0030	38.4710
							1180.0000	13.0050	38.4730
DYOME I	01460	C	1981-07-15	7.98000	43.50800	0	0.0000	23.0710	38.5150
							10.0000	21.8790	38.4450
							20.0000	18.0260	38.3840
							30.0000	14.3150	38.3700
							40.0000	13.7440	38.3920
							50.0000	13.4080	38.4080
							60.0000	13.2820	38.4310
							70.0000	13.3030	38.4790
							80.0000	13.1850	38.4560
							90.0000	13.1540	38.4720
							100.0000	13.1700	38.4880
							110.0000	13.1650	38.4890
							120.0000	13.1400	38.4900
							130.0000	13.1210	38.4890
							140.0000	13.1060	38.4890
							150.0000	13.0930	38.4870
							160.0000	13.0830	38.4890
							170.0000	13.0780	38.4910
							180.0000	13.0710	38.4910
							190.0000	13.0580	38.4860
							200.0000	13.0410	38.4850
							210.0000	13.0230	38.4790
							220.0000	13.0070	38.4760
							230.0000	12.9990	38.4750
							240.0000	12.9950	38.4740
							250.0000	12.9870	38.4740
							260.0000	12.9780	38.4710
							270.0000	12.9710	38.4700
							280.0000	12.9680	38.4690
							290.0000	12.9670	38.4680
							300.0000	12.9650	38.4680
							310.0000	12.9620	38.4680
							320.0000	12.9680	38.4690
							330.0000	12.9650	38.4690
							340.0000	12.9620	38.4680
							350.0000	12.9570	38.4680
							360.0000	12.9500	38.4670
							370.0000	12.9430	38.4650
							380.0000	12.9350	38.4620
							390.0000	12.9330	38.4610
							400.0000	12.9280	38.4600
							410.0000	12.9320	38.4630
							420.0000	12.9360	38.4630
							430.0000	12.9320	38.4630
							440.0000	12.9280	38.4600
							450.0000	12.9290	38.4610
							460.0000	12.9220	38.4590
							470.0000	12.9100	38.4540
							480.0000	12.9000	38.4510
							490.0000	12.9020	38.4530
							500.0000	12.9120	38.4560
							510.0000	12.9140	38.4550
							520.0000	12.9170	38.4560
							530.0000	12.9220	38.4580
							540.0000	12.9240	38.4590
							550.0000	12.9240	38.4580
							560.0000	12.9230	38.4590
							570.0000	12.9230	38.4580
							580.0000	12.9240	38.4580
							590.0000	12.9220	38.4570
							600.0000	12.9230	38.4580
							610.0000	12.9310	38.4620
							620.0000	12.9360	38.4610
							630.0000	12.9380	38.4630
							640.0000	12.9480	38.4650
							650.0000	12.9590	38.4690
							660.0000	12.9640	38.4680
							670.0000	12.9640	38.4690
							680.0000	12.9660	38.4680
							690.0000	12.9660	38.4680
							700.0000	12.9610	38.4670
							710.0000	12.9600	38.4670
							720.0000	12.9630	38.4680
							730.0000	12.9660	38.4670
							740.0000	12.9670	38.4680
							750.0000	12.9690	38.4690
							760.0000	12.9720	38.4690
							770.0000	12.9730	38.4700
							780.0000	12.9730	38.4690
							790.0000	12.9750	38.4700
							800.0000	12.9760	38.4700
							810.0000	12.9770	38.4690
							820.0000	12.9760	38.4680
							830.0000	12.9720	38.4680
							840.0000	12.9710	38.4670
							850.0000	12.9720	38.4670
							860.0000	12.9720	38.4660
							870.0000	12.9720	38.4660
							880.0000	12.9660	38.4640
							890.0000	12.9690	38.4650
							900.0000	12.9720	38.4640
							910.0000	12.9770	38.4670
							920.0000	12.9830	38.4680
							930.0000	12.9870	38.4680
							940.0000	12.9890	38.4690
							950.0000	12.9900	38.4690
							960.0000	12.9920	38.4700
							970.0000	12.9940	38.4690
							980.0000	12.9960	38.4700
							990.0000	12.9970	38.4700
							1000.0000	12.9990	38.4700
							1010.0000	13.0000	38.4700
							1020.0000	13.0000	38.4710
							1030.0000	13.0020	38.4700
							1040.0000	13.0030	38.4710
							1050.0000	13.0050	38.4710
							1060.0000	13.0060	38.4700
							1070.0000	13.0080	38.4700
							1080.0000	13.0080	38.4700
							1090.0000	13.0090	38.4700
							1100.0000	13.0100	38.4690
							1110.0000	13.0100	38.4700
							1120.0000	13.0130	38.4700
							1130.0000	13.0140	38.4700
							1140.0000	13.0150	38.4700
							1150.0000	13.0160	38.4700
							1160.0000	13.0160	38.4700
							1170.0000	13.0170	38.4690
							1180.0000	13.0170	38.4700
							1190.0000	13.0180	38.4710
DYOME I	01470	C	1981-07-15	7.81700	43.39200	0	0.0000	23.1520	38.4840
							10.0000	21.5110	38.4440
							20.0000	17.9730	38.3680
							30.0000	15.3910	38.3500
							40.0000	14.1050	38.3650
							50.0000	13.5140	38.3790
							60.0000	13.2440	38.3980
							70.0000	13.1750	38.4380
							80.0000	13.1440	38.4660
							90.0000	13.1300	38.4790
							100.0000	13.1240	38.4850
							110.0000	13.1120	38.4890
							120.0000	13.1130	38.4940
							130.0000	13.0950	38.4920
							140.0000	13.0730	38.4900
							150.0000	13.0640	38.4920
							160.0000	13.0540	38.4910
							170.0000	13.0420	38.4890
							180.0000	13.0290	38.4870
							190.0000	13.0170	38.4870
							200.0000	13.0090	38.4840
							210.0000	13.0030	38.4830
							220.0000	12.9930	38.4810
							230.0000	12.9830	38.4790
							240.0000	12.9780	38.4780
							250.0000	12.9740	38.4770
							260.0000	12.9700	38.4760
							270.0000	12.9610	38.4730
							280.0000	12.9540	38.4730
							290.0000	12.9470	38.4710
							300.0000	12.9390	38.4690
							310.0000	12.9320	38.4660
							320.0000	12.9290	38.4670
							330.0000	12.9250	38.4660
							340.0000	12.9230	38.4650
							350.0000	12.9210	38.4630
							360.0000	12.9180	38.4630
							370.0000	12.9160	38.4630
							380.0000	12.9140	38.4620
							390.0000	12.9090	38.4610
							400.0000	12.9030	38.4600
							410.0000	12.8980	38.4580
							420.0000	12.9030	38.4590
							430.0000	12.8960	38.4580
							440.0000	12.9010	38.4600
							450.0000	12.9000	38.4590
							460.0000	12.8980	38.4580
							470.0000	12.9010	38.4580
							480.0000	12.9110	38.4620
							490.0000	12.9130	38.4620
							500.0000	12.9150	38.4630
							510.0000	12.9160	38.4620
							520.0000	12.9100	38.4600
							530.0000	12.9120	38.4600
							540.0000	12.9110	38.4600
							550.0000	12.9120	38.4610
							560.0000	12.9170	38.4620
							570.0000	12.9250	38.4640
							580.0000	12.9270	38.4640
							590.0000	12.9290	38.4640
							600.0000	12.9310	38.4640
							610.0000	12.9310	38.4660
							620.0000	12.9310	38.4650
							630.0000	12.9370	38.4660
							640.0000	12.9380	38.4680
							650.0000	12.9410	38.4670
							660.0000	12.9430	38.4690
							670.0000	12.9450	38.4690
							680.0000	12.9480	38.4690
							690.0000	12.9490	38.4680
							700.0000	12.9510	38.4690
							710.0000	12.9540	38.4700
							720.0000	12.9600	38.4710
							730.0000	12.9640	38.4730
							740.0000	12.9670	38.4730
							750.0000	12.9660	38.4720
							760.0000	12.9660	38.4720
							770.0000	12.9660	38.4730
							780.0000	12.9670	38.4730
							790.0000	12.9700	38.4730
							800.0000	12.9700	38.4730
							810.0000	12.9700	38.4720
							820.0000	12.9710	38.4720
							830.0000	12.9710	38.4720
							840.0000	12.9730	38.4720
							850.0000	12.9740	38.4720
							860.0000	12.9760	38.4730
							870.0000	12.9770	38.4730
							880.0000	12.9780	38.4730
							890.0000	12.9800	38.4730
							900.0000	12.9810	38.4730
							910.0000	12.9840	38.4730
							920.0000	12.9840	38.4740
							930.0000	12.9860	38.4730
							940.0000	12.9880	38.4740
							950.0000	12.9890	38.4740
							960.0000	12.9910	38.4740
							970.0000	12.9910	38.4730
							980.0000	12.9930	38.4740
							990.0000	12.9940	38.4740
							1000.0000	12.9950	38.4740
							1010.0000	12.9970	38.4740
							1020.0000	12.9990	38.4730
							1030.0000	12.9990	38.4730
							1040.0000	12.9990	38.4730
							1050.0000	13.0000	38.4730
							1060.0000	13.0010	38.4740
							1070.0000	13.0010	38.4730
							1080.0000	13.0020	38.4730
							1090.0000	13.0040	38.4720
							1100.0000	13.0030	38.4720
							1110.0000	13.0040	38.4720
							1120.0000	13.0050	38.4730
							1130.0000	13.0060	38.4730
							1140.0000	13.0070	38.4730
							1150.0000	13.0080	38.4720
							1160.0000	13.0090	38.4720
							1170.0000	13.0090	38.4730
							1180.0000	13.0110	38.4730
							1190.0000	13.0120	38.4730
							1200.0000	13.0120	38.4730
DYOME I	01480	C	1981-07-15	7.65800	43.27500	0	0.0000	22.8930	38.5260
							10.0000	21.1510	38.3600
							20.0000	19.1630	38.3570
							30.0000	14.4860	38.2370
							40.0000	13.9030	38.3110
							50.0000	13.4770	38.3790
							60.0000	13.3900	38.4490
							70.0000	13.2470	38.4320
							80.0000	13.1230	38.4480
							90.0000	13.1320	38.4610
							100.0000	13.1330	38.4710
							110.0000	13.1310	38.4790
							120.0000	13.1350	38.4840
							130.0000	13.1210	38.4830
							140.0000	13.1000	38.4830
							150.0000	13.1050	38.4880
							160.0000	13.0980	38.4890
							170.0000	13.0740	38.4820
							180.0000	13.0500	38.4790
							190.0000	13.0360	38.4770
							200.0000	13.0210	38.4750
							210.0000	13.0150	38.4740
							220.0000	13.0080	38.4730
							230.0000	12.9930	38.4710
							240.0000	12.9850	38.4720
							250.0000	12.9850	38.4740
							260.0000	12.9860	38.4730
							270.0000	12.9800	38.4710
							280.0000	12.9720	38.4710
							290.0000	12.9690	38.4700
							300.0000	12.9670	38.4700
							310.0000	12.9670	38.4710
							320.0000	12.9700	38.4710
							330.0000	12.9660	38.4710
							340.0000	12.9570	38.4680
							350.0000	12.9520	38.4670
							360.0000	12.9480	38.4660
							370.0000	12.9490	38.4670
							380.0000	12.9450	38.4650
							390.0000	12.9470	38.4660
							400.0000	12.9420	38.4650
							410.0000	12.9370	38.4640
							420.0000	12.9310	38.4600
							430.0000	12.9190	38.4580
							440.0000	12.9150	38.4580
							450.0000	12.9110	38.4560
							460.0000	12.9080	38.4550
							470.0000	12.9080	38.4550
							480.0000	12.9050	38.4540
							490.0000	12.9060	38.4540
							500.0000	12.9050	38.4550
							510.0000	12.9070	38.4550
							520.0000	12.9080	38.4540
							530.0000	12.9060	38.4530
							540.0000	12.9060	38.4550
							550.0000	12.9110	38.4550
							560.0000	12.9110	38.4550
							570.0000	12.9120	38.4550
							580.0000	12.9120	38.4540
							590.0000	12.9120	38.4540
							600.0000	12.9150	38.4550
							610.0000	12.9100	38.4530
							620.0000	12.9080	38.4520
							630.0000	12.9070	38.4530
							640.0000	12.9090	38.4550
							650.0000	12.9290	38.4620
							660.0000	12.9460	38.4650
							670.0000	12.9480	38.4650
							680.0000	12.9560	38.4680
							690.0000	12.9590	38.4680
							700.0000	12.9580	38.4660
							710.0000	12.9590	38.4680
							720.0000	12.9640	38.4700
							730.0000	12.9680	38.4710
							740.0000	12.9700	38.4700
							750.0000	12.9690	38.4680
							760.0000	12.9730	38.4710
							770.0000	12.9770	38.4710
							780.0000	12.9780	38.4710
							790.0000	12.9800	38.4720
							800.0000	12.9830	38.4720
							810.0000	12.9850	38.4730
							820.0000	12.9860	38.4730
							830.0000	12.9870	38.4740
							840.0000	12.9890	38.4730
							850.0000	12.9910	38.4740
							860.0000	12.9920	38.4730
							870.0000	12.9920	38.4740
							880.0000	12.9930	38.4730
							890.0000	12.9940	38.4730
							900.0000	12.9950	38.4730
							910.0000	12.9950	38.4720
							920.0000	12.9950	38.4720
							930.0000	12.9960	38.4730
							940.0000	12.9960	38.4720
							950.0000	12.9960	38.4720
							960.0000	12.9970	38.4710
							970.0000	12.9970	38.4710
							980.0000	12.9980	38.4720
							990.0000	12.9990	38.4720
							1000.0000	12.9970	38.4700
							1010.0000	12.9910	38.4680
							1020.0000	12.9910	38.4670
							1030.0000	12.9900	38.4660
							1040.0000	12.9890	38.4670
							1050.0000	12.9900	38.4670
							1060.0000	12.9910	38.4670
							1070.0000	12.9920	38.4670
							1080.0000	12.9940	38.4670
							1090.0000	12.9940	38.4670
							1100.0000	12.9950	38.4670
							1110.0000	12.9950	38.4680
							1120.0000	12.9970	38.4660
							1130.0000	12.9980	38.4670
							1140.0000	13.0000	38.4670
							1150.0000	13.0000	38.4670
							1160.0000	13.0010	38.4670
							1170.0000	13.0020	38.4670
							1180.0000	13.0020	38.4680
DYOME I	01490	C	1981-07-15	7.49200	43.39200	0	0.0000	23.1360	38.4760
							10.0000	22.0540	38.4090
							20.0000	18.4640	38.3270
							30.0000	14.8450	38.3300
							40.0000	13.9180	38.3750
							50.0000	13.3240	38.3930
							60.0000	13.2420	38.4330
							70.0000	13.1980	38.4580
							80.0000	13.1460	38.4670
							90.0000	13.1250	38.4780
							100.0000	13.1520	38.4930
							110.0000	13.1620	38.5010
							120.0000	13.1640	38.5060
							130.0000	13.1540	38.5040
							140.0000	13.1220	38.4970
							150.0000	13.1010	38.4960
							160.0000	13.0990	38.4970
							170.0000	13.0860	38.4950
							180.0000	13.0710	38.4930
							190.0000	13.0650	38.4910
							200.0000	13.0490	38.4870
							210.0000	13.0280	38.4840
							220.0000	13.0190	38.4810
							230.0000	13.0030	38.4800
							240.0000	12.9930	38.4770
							250.0000	12.9890	38.4750
							260.0000	12.9770	38.4730
							270.0000	12.9690	38.4720
							280.0000	12.9600	38.4690
							290.0000	12.9540	38.4670
							300.0000	12.9490	38.4650
							310.0000	12.9450	38.4650
							320.0000	12.9400	38.4630
							330.0000	12.9400	38.4650
							340.0000	12.9380	38.4640
							350.0000	12.9380	38.4650
							360.0000	12.9370	38.4660
							370.0000	12.9350	38.4640
							380.0000	12.9340	38.4630
							390.0000	12.9330	38.4640
							400.0000	12.9330	38.4640
							410.0000	12.9340	38.4660
							420.0000	12.9340	38.4650
